"fullName","description","isFork","createdAgo","pushedAgo","stars","watchers","forks","issues","pullRequests","releases","topics","mentionable","assignable","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-48","T-47","T-46","T-45","T-44","T-43","T-42","T-41","T-40","T-39","T-38","T-37","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"marcotcr/lime","Lime: Explaining the predictions of any machine learning classifier",false,1778.9,6.4,8362,277,1358,473,95,18,"",41,1,682,2.5,11.95,7.09,4.14,3.86,3.32,3.9,3.69,3.91,4.57,,4.72,994,1068,1151,1214,1281,1360,1455,1548,1623,1707,1802,1954,2122,3116,3401,3563,3761,3940,4099,4276,4432,4596,4749,4869,5014,5170,5329,5490,5631,5917,6087,6235,6380,6527,6681,6797,6925,7011,7168,7283,7423,7554,7676,7786,7894,7994,8117,8249,8352
"lihanghang/NLP-Knowledge-Graph","自然语言处理、知识图谱、对话系统三大技术研究与应用。",false,729.3,24.4,871,56,246,1,4,0,"nlp, ner, kbqa, event-driven, deep-learning, machine-learning, knowledge-graph, bert, ernie, transformers",2,1,150,0.55,25.24,7.05,0.57,0.64,0.79,0.92,0.92,1.13,,,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,26,54,135,272,315,350,392,427,455,493,530,575,629,673,703,730,760,786,819,845,871
"ShangtongZhang/reinforcement-learning-an-introduction","Python Implementation of Reinforcement Learning: An Introduction",false,1597.1,10.1,9898,567,3928,83,55,0,"reinforcement-learning, artificial-intelligence",30,1,755,2.77,11.18,7.02,4.57,5.57,5.33,5.19,5.18,5.73,6.14,,6.28,552,648,779,888,975,1071,1177,1275,1411,1603,2026,2318,2536,2732,2962,3237,3430,3655,3879,4065,4319,4676,4940,5159,5404,5581,5812,6076,6279,6470,6638,6838,7083,7272,7493,7665,7793,7956,8108,8366,8575,8765,8939,9088,9262,9410,9569,9723,9885
"benedekrozemberczki/awesome-graph-classification","A collection of important graph embedding, classification and representation learning papers with implementations.",false,928.3,2.9,3944,219,667,9,7,0,"graph2vec, classification-algorithm, graph-kernels, weisfeiler-lehman, kernel-methods, deep-graph-kernels, netlsd, graph-attention-model, graph-attention-networks, structural-attention, attention-mechanism, graph-kernel, node2vec, graph-embedding, network-embedding, node-embedding, graph-representation-learning, deepwalk, graph-convolutional-networks, graph-classification",4,1,408,1.5,15.16,7,0.71,0.93,1.38,2.05,1.85,3.04,5.04,,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,25,79,140,222,259,303,401,459,529,629,1710,2074,2312,2395,2471,2683,2832,2978,3070,3359,3463,3537,3605,3656,3715,3754,3838,3899,3942
"jason718/awesome-self-supervised-learning","A curated list of awesome self-supervised methods",false,1082.7,9.6,3333,213,515,12,73,0,"machine-learning, computer-vision, self-supervised, reinforcement-learning, robotics, natural-language-processing, deep-learning",46,1,364,1.33,16.01,6.99,4.43,3.71,4.11,4.52,4.89,5.3,4.07,,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,31,69,81,90,101,144,160,190,254,279,318,351,375,424,493,562,656,753,823,949,1049,1197,1318,1388,1526,1741,1929,2083,2261,2431,2602,2749,2911,3075,3198,3324
"fastnlp/fitlog","fitlog是一款在深度学习训练中用于辅助用户记录日志和管理代码的工具",false,665.5,13.2,839,21,80,40,7,1,"",8,8,144,0.53,25.15,6.94,1.14,1.5,1.51,1.33,1.16,2.23,,,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,7,8,11,15,18,20,20,21,23,488,573,624,649,673,713,765,788,836
"pytorch/vision","Datasets, Transforms and Models specific to Computer Vision",false,1539.9,1,8228,319,4277,1408,1899,19,"computer-vision, machine-learning",389,390,659,2.42,11.74,6.93,7.57,8.71,6.94,8.07,7.91,8.08,7.81,,5.57,74,117,184,246,316,362,427,503,573,671,798,910,1010,1102,1220,1341,1480,1573,1694,1799,1902,2040,2202,2363,2513,2616,2808,3044,3278,3517,3770,3997,4315,4565,4801,5073,5263,5475,5704,5964,6203,6490,6769,7009,7243,7476,7746,8001,8213
"salesforce/WikiSQL","A large annotated semantic parsing corpus for developing natural language interfaces.",false,1264.8,27.8,939,61,242,37,41,1,"natural-language, dataset, database, machine-learning, natural-language-processing, natural-language-interface",42,654,155,0.57,24.19,6.93,0.14,0.21,0.23,0.32,0.44,0.55,0.74,,0.75,0,0,0,0,0,0,0,0,64,85,117,130,150,161,179,205,221,247,268,281,308,336,357,370,395,414,438,469,492,552,586,609,624,671,690,719,740,758,783,800,818,840,858,885,901,910,925,931,939
"lukemelas/EfficientNet-PyTorch","A PyTorch implementation of EfficientNet",false,608.6,30.2,5382,123,1069,222,43,1,"",16,1,496,1.82,13.51,6.92,4.14,5.14,4.67,4.9,4.95,6.01,,,8.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,1833,2070,2253,2448,2692,3009,3172,3339,3546,3812,4034,4272,4464,4624,4785,4921,5066,5226,5369
"d2l-ai/d2l-en","Interactive deep learning book with code, math, and discussions. Available in multi-frameworks. Adopted at 175 universities.",false,841.8,0.8,8632,293,2016,114,1416,7,"deep-learning, machine-learning, book, notebook, computer-vision, natural-language-processing, python, kaggle, data-science, mxnet, pytorch, tensorflow, keras",198,20,678,2.48,11.51,6.91,9.29,10.36,11.67,9.18,11.42,13.65,10.4,,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,551,1016,1184,1395,1556,1697,1919,2107,2212,2466,2631,2867,3074,3629,3816,3997,4505,5015,5909,6526,7060,7509,7773,8029,8255,8611
"skorch-dev/skorch","A scikit-learn compatible neural network library that wraps PyTorch",false,1289.8,5,3751,83,277,356,381,8,"scikit-learn, pytorch, machine-learning",37,4,389,1.43,15.2,6.91,2.14,2.21,2.07,2.17,2.32,2.82,2.73,,2.91,0,0,0,0,0,0,2,3,34,43,50,863,943,982,1014,1051,1298,1367,1419,1463,1514,1564,1627,1702,1755,1817,1864,1934,2029,2129,2237,2360,2435,2507,2578,2653,2715,2870,2950,3039,3144,3227,3323,3401,3480,3548,3605,3682,3747
"pytorch/ignite","High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.",false,1161.1,1.1,3218,58,417,680,897,10,"pytorch, neural-network, python, machine-learning, deep-learning, metrics, closember",150,388,351,1.29,15.99,6.9,1.29,1,1.02,1.48,1.64,2.17,2.74,,2.78,0,0,0,0,0,0,0,0,0,0,37,188,204,229,295,318,354,442,531,605,711,824,948,1103,1219,1345,1438,1553,1697,1792,1879,1997,2081,2178,2262,2349,2424,2514,2591,2669,2764,2830,2916,2957,3023,3081,3133,3186,3218
"nikitakit/self-attentive-parser","High-accuracy NLP parser with models for 11 languages.",false,1006.5,13.1,550,15,105,63,9,1,"nlp, natural-language-processing, parsing, parser, machine-learning, ai",1,1,108,0.4,28.78,6.9,0.43,0.43,0.3,0.46,0.37,0.39,0.5,,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,82,108,124,134,144,158,166,183,198,212,248,271,285,303,321,336,350,366,386,408,420,429,442,453,466,483,492,499,508,524,540,550
"Atcold/pytorch-Deep-Learning","Deep Learning (with PyTorch)",false,933.3,0.8,4392,128,1390,63,691,3,"jupyter-notebook, pytorch, deep-learning, neural-nets",206,5,430,1.58,14.35,6.87,5.71,4.93,6.87,12.71,10.3,8.57,5.05,,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,494,570,586,644,680,689,761,789,934,971,1000,1083,1108,1144,1196,1212,1234,1248,1556,1812,1967,2206,2318,2497,2623,2783,3217,3823,4168,4379
"JohnSnowLabs/spark-nlp","State of the Art Natural Language Processing",false,1221,1.1,1859,85,401,405,1786,73,"nlp, natural-language-processing, spark, spark-ml, pyspark, named-entity-recognition, sentiment-analysis, lemmatizer, spell-checker, entity-extraction, part-of-speech-tagger, bert, tf-hub-models, transformers, albert, xlnet, tensorflow, language-detection, seq2seq, machine-translation",64,30,242,0.89,19.08,6.86,1.29,1.93,2.47,2.17,2.77,2.51,1.83,,1.51,0,0,0,0,0,0,0,0,3,91,150,186,215,242,279,305,342,363,381,398,418,437,468,485,507,524,575,602,643,693,737,768,808,829,876,902,929,986,1046,1106,1203,1257,1339,1421,1580,1647,1704,1769,1845
"hongleizhang/RSPapers","Must-read papers on Recommender System.",false,1093.2,9.4,3084,257,840,3,6,0,"read-papers, recommender-system, social-recommendation, survey, deep-learning-based-rs",12,7,339,1.24,16.11,6.86,4.14,4.29,5,4.22,4.02,3.48,3.3,,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,65,116,156,300,380,454,570,670,752,872,1012,1142,1241,1353,1417,1488,1563,1660,1737,1809,1868,1963,2053,2130,2212,2346,2466,2581,2694,2807,2927,3081
"catalyst-team/catalyst","Accelerated deep learning R&D",false,891.5,3.1,2408,46,271,270,783,20,"deep-learning, reinforcement-learning, machine-learning, computer-vision, pytorch, python, distributed-computing, infrastructure, research, reproducibility, image-processing, image-classification, image-segmentation, object-detection, natural-language-processing, text-classification, text-segmentation, information-retrieval, recommender-system, metric-learning",87,10,286,1.05,17.41,6.82,1.86,2.36,2.3,1.88,2.16,2.82,2.76,,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,248,267,371,387,442,503,546,604,643,689,765,886,1087,1208,1301,1372,1559,1621,1693,1810,1956,2007,2093,2170,2228,2282,2330,2402
"pytorch/captum","Model interpretability and understanding for PyTorch",false,519.2,0.8,2092,150,211,180,420,4,"interpretability, interpretable-ai, interpretable-ml, feature-importance, feature-attribution",91,385,260,0.95,18.21,6.81,3.43,3,2.79,3,2.71,3.07,,,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,513,703,813,964,1070,1209,1331,1409,1481,1592,1657,1756,1812,1899,2001,2088
"google-research/vision_transformer",,false,98.3,12,1576,59,154,54,6,0,"",12,32,215,0.79,19.99,6.8,7.43,9.43,10.42,12.28,,,,,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,946,1244,1562
"baidu/lac","百度NLP：分词，词性标注，命名实体识别",false,940.7,12.5,2124,91,381,142,32,3,"word-segmentation, part-of-speech-tagger, named-entity-recognition, chinese-word-segmentation, chinese-nlp, lexical-analysis, python, java",16,11,262,0.96,18.08,6.8,2.14,2.21,2.14,2.99,3.04,3.15,2.07,,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,345,411,448,504,559,606,628,681,723,761,806,850,876,905,919,941,953,962,967,975,992,1032,1430,1559,1677,1765,1841,1940,2048,2115
"tensorflow/ranking","Learning to Rank in TensorFlow",false,786,6.5,2023,85,363,217,28,11,"ranking, machine-learning, deep-learning, information-retrieval, learning-to-rank, recommender-systems",28,15,253,0.93,18.33,6.78,0.86,1.07,0.99,1.49,1.52,1.51,1.73,,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,755,816,887,956,1042,1092,1154,1225,1285,1340,1392,1438,1470,1508,1554,1610,1653,1696,1743,1801,1851,1885,1925,1991,2022
"facebookresearch/dlrm","An implementation of a deep learning recommendation model (DLRM)",false,624.7,7.8,2508,107,560,91,65,0,"",44,559,291,1.07,17,6.76,1.43,1.07,1.02,1.13,1.41,1.94,,,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1187,1270,1360,1470,1574,1695,1790,1886,1947,2041,2113,2177,2241,2296,2351,2394,2430,2466,2499
"open-mmlab/mmdetection","OpenMMLab Detection Toolbox and Benchmark",false,889.5,1.2,13443,343,4633,3272,1260,8,"object-detection, instance-segmentation, rpn, fast-rcnn, faster-rcnn, mask-rcnn, cascade-rcnn, ssd, retinanet, pytorch",185,15,888,3.25,9.68,6.73,12,14.36,14.43,14.56,14.17,14.88,15.55,,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,1487,1636,1860,2062,2222,2586,2989,3409,4275,4996,5597,6158,6669,7128,7607,7979,8229,8599,8963,9359,10110,10824,11281,11693,12081,12515,12971,13411
"jindongwang/transferlearning","Everything about Transfer Learning and Domain Adaptation--迁移学习",false,1368.3,8.8,6556,309,2381,182,26,0,"transferlearning, domainadaptation, domain-adaptation, transfer-learning, survey, deep-learning, generalization, few-shot, tutorial-code, theory, papers, shot",20,4,549,2.01,12.27,6.72,5.14,5.21,5,6.04,5.6,5.52,5.68,,4.8,0,0,0,0,124,162,196,227,272,311,382,495,595,652,782,982,1140,1283,1428,1598,1786,1918,2094,2255,2402,2493,2698,2908,3102,3263,3441,3555,3726,3929,4137,4395,4532,4653,4830,5019,5190,5364,5524,5685,5847,5995,6202,6394,6548
"dsgiitr/d2l-pytorch","This project reproduces the book Dive Into Deep Learning (www.d2l.ai), adapting the code from MXNet into PyTorch.",false,627.6,18,3568,168,1052,19,97,0,"deep-learning, d2l, data-science, pytorch-implmention, book, nlp, computer-vision, pytorch, mxnet, dive-into-deep-learning",35,52,366,1.34,15.03,6.72,1.57,1.57,1.12,1.45,1.63,3.04,,,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,168,416,1575,1919,2167,2285,2458,2621,2724,2864,2969,3160,3268,3318,3382,3434,3489,3531,3567
"ageron/handson-ml2","A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn, Keras and TensorFlow 2.",false,750.7,2.2,12768,518,6054,302,70,0,"",39,1,854,3.13,9.8,6.7,27.14,29.71,22.75,19.86,21.47,19.31,17.18,,16.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,197,486,706,1187,1449,1705,1925,2161,3481,4113,5003,5624,6134,6535,7146,7662,8266,8753,9622,10231,10861,11515,11981,12674
"pytorch/tutorials","PyTorch tutorials.",false,1579.8,0.8,4644,169,2538,421,891,0,"",278,405,435,1.59,13.73,6.7,3,4,3.65,3.8,3.44,3.97,3.83,,3.03,281,462,616,653,698,727,761,812,859,923,989,1062,1110,1170,1212,1258,1351,1389,1445,1513,1580,1651,1717,1783,1843,1900,1987,2118,2225,2327,2442,2536,2639,2765,2906,3048,3189,3311,3439,3612,3776,3897,4009,4103,4200,4290,4409,4525,4638
"tensorflow/tensorflow","An Open Source Machine Learning Framework for Everyone",false,1908.8,0.7,152747,8256,83833,29939,16525,129,"tensorflow, machine-learning, python, deep-learning, deep-neural-networks, neural-network, ml, distributed",3080,557,4434,16.25,4.25,6.65,40.14,38.71,36.49,43.06,40.43,42.27,52.75,75.15,80.2,40261,44294,47873,50920,54075,57017,59934,62824,65679,69225,73624,77731,81161,84382,88096,91705,94956,97711,100229,102387,104720,107318,109698,111959,114147,116118,118943,121620,123845,125623,127506,129147,130913,132781,134522,136062,137224,138367,139746,141203,142686,144013,145274,146530,147691,148723,150210,151543,152654
"harvardnlp/pytorch-struct","Fast, general, and tested differentiable structured prediction in PyTorch",false,520,5.2,881,27,70,35,58,1,"",15,7,142,0.52,23.62,6.62,0.71,0.57,0.53,0.42,0.47,1.09,,,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,327,427,470,484,614,649,672,689,724,796,814,827,842,855,865,882
"interpretml/interpret","Fit interpretable models. Explain blackbox machine learning. ",false,635.6,4.8,3416,139,436,166,32,28,"machine-learning, interpretability, gradient-boosting, blackbox, scikit-learn, xai, interpretml, interpretable-machine-learning, machine-learning-interpretability, interpretable-ai, transparency, iml, interpretable-ml, explainable-ml, explainability, bias, ai, artificial-intelligence, explainable-ai",22,9,349,1.28,14.97,6.59,2.29,2.21,2.24,3.06,3.07,3.08,,,5.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,1333,1593,1690,1835,2026,2124,2203,2275,2336,2392,2456,2627,2752,2839,2951,3057,3122,3257,3332,3402
"KevinMusgrave/pytorch-metric-learning","The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",false,462.1,6.6,2678,71,363,206,32,15,"metric-learning, deep-learning, computer-vision, machine-learning, pytorch, deep-metric-learning, image-retrieval, self-supervised-learning",11,1,296,1.08,16.2,6.58,4.71,4.79,4.37,4.69,5.14,6.09,,,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,129,443,745,901,1095,1427,1616,1727,1915,2117,2237,2397,2533,2667
"jina-ai/jina","An easier way to build neural search in the cloud",false,349.1,0.8,1941,63,325,613,1174,30,"jina, neural-search, cloud-native, python, deep-learning, nlp, computer-vision, video-search, image-search, semantic-search, microservice, machine-learning, tensorflow, pytorch, transformers, docker, zmq, cloud, framework, search",81,24,238,0.87,17.97,6.56,8.43,6.71,6.02,6.29,5.87,,,,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,415,661,853,1012,1197,1351,1535,1742,1925
"NVIDIA/NeMo","NeMo: a toolkit for conversational AI",false,541,0.8,2343,100,389,421,1242,10,"deep-learning, speech-recognition, nlp, nlp-machine-learning, neural-network",76,130,269,0.99,16.83,6.54,3.43,3.14,2.47,3.01,4.75,3.64,,,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,670,757,830,951,1007,1073,1118,1201,1297,1395,1470,1525,1757,2060,2168,2260,2337
"datawhalechina/competition-baseline","数据科学竞赛各种baseline代码、思路分享",false,421.6,35.2,1807,68,575,11,1,0,"kaggle, data-competition, data-science, deep-learning",6,64,226,0.83,18.33,6.53,1.14,1.14,1.68,3.87,3.84,3.42,,,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,556,600,690,784,863,918,1102,1236,1342,1449,1637,1752,1804
"spotify/annoy","Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk",false,2858,7.2,8071,329,887,292,235,17,"c-plus-plus, python, nearest-neighbor-search, locality-sensitive-hashing, approximate-nearest-neighbor-search, golang, lua",226,176,612,2.24,11.11,6.52,4.86,4.43,3.91,4.26,4.45,4.53,4.67,4.01,2.82,1618,1668,1776,1888,2037,2170,2256,2331,2421,2529,2680,2780,2903,3032,3193,3325,3444,3560,3714,3859,4004,4138,4347,4505,4649,4766,4972,5164,5325,5468,5607,5753,5916,6034,6163,6278,6406,6524,6660,6790,6952,7101,7247,7422,7556,7671,7813,7941,8061
"DeepGraphLearning/graphvite","GraphVite: A General and High-performance Graph Embedding System ",false,561.2,13.7,839,31,116,79,0,0,"machine-learning, network-embedding, knowledge-graph, data-visualization, representation-learning, cuda, gpu",4,15,135,0.49,23.58,6.5,0.43,0.57,0.72,0.67,0.66,0.72,,,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,390,441,466,513,544,572,582,607,641,667,689,714,728,754,774,793,813,837
"lyhue1991/eat_tensorflow2_in_30_days","Tensorflow2.0 🍎🍊 is delicious, just eat it! 😋😋",false,347.4,17.7,8204,254,1991,59,27,0,"tensorflow2, tensorflow, tensorflow-examples, tensorflow-tutorial",5,2,616,2.26,11,6.49,10,11.86,8.68,7.09,17.8,,,,23.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,248,3324,4202,4656,4934,5334,6921,7535,7706,7918,8183
"p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch","PyTorch implementations of deep reinforcement learning algorithms and environments",false,873.3,12.3,3202,110,731,48,15,0,"",9,1,328,1.2,15.01,6.47,2.14,2.43,2.96,3.08,3.21,3.28,3.91,,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,339,359,374,401,444,470,505,542,1423,1594,1718,1890,1994,2075,2189,2303,2411,2511,2608,2713,2814,2912,3000,3103,3194
"mlflow/mlflow","Open source platform for the machine learning lifecycle",false,967.1,0.8,8249,266,1867,1562,2465,35,"machine-learning, ai, ml, mlflow, apache-spark, model-management",282,36,614,2.25,10.91,6.45,9,8.86,6.64,7.38,7.15,7.03,7.35,,8.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,1749,1948,2126,2355,2545,2713,2876,3070,3234,3522,3717,4010,4224,4411,4608,4892,5155,5384,5673,5901,6104,6283,6478,6716,6936,7140,7368,7567,7852,8039,8241
"tensorflow/lingvo","Lingvo",false,917.9,0.8,2193,109,346,201,49,0,"speech-recognition, translation, speech-to-text, machine-translation, mnist, seq2seq, language-model, tts, asr, lm, nlp, tensorflow, speech, research, distributed, gpu-computing, speech-synthesis",68,28,254,0.93,16.97,6.45,0.43,0.5,0.69,0.95,0.94,0.96,2.84,,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,81,120,212,1303,1419,1509,1558,1608,1648,1702,1732,1773,1806,1842,1863,1892,1928,1962,1988,2020,2062,2088,2104,2141,2171,2193
"microsoft/nni","An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural architecture search, model compression and hyper-parameter tuning.",false,971.6,0.7,8918,274,1177,1103,2222,27,"automl, deep-learning, neural-architecture-search, hyperparameter-optimization, distributed, bayesian-optimization, automated-machine-learning, machine-learning, machine-learning-algorithms, data-science, tensorflow, pytorch, neural-network, deep-neural-network, model-compression, feature-engineering, automated-feature-engineering, nas, python, feature-extraction",10000,19454,645,2.36,10.6,6.43,26.71,16.29,11.01,9.02,13.06,10.4,10.64,,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,440,605,726,886,1101,1249,2038,2219,2373,2525,2826,3018,3183,3322,3507,3732,5073,5275,5469,5733,6055,6256,6486,6669,6833,8046,8311,8534,8871
"cgnorthcutt/cleanlab","The standard package for machine learning with noisy labels and finding mislabeled data in Python.",false,992.7,5,1436,42,154,52,5,1,"weak-supervision, machine-learning, semi-supervised-learning, unsupervised-learning, confident-learning, machine-learning-algorithms, latent-estimation, robust-machine-learning, learning-with-confident-examples, learning-with-noisy-labels, noisy-data, clean-data, data-cleaning",5,1,191,0.7,19.49,6.43,1.71,2.43,1.84,2.04,2.07,2.08,1.9,,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,8,13,17,20,44,55,66,73,87,93,99,109,131,153,413,564,672,723,776,826,857,914,1054,1123,1187,1246,1302,1376,1433
