"fullName","description","createdAgo","pushedAgo","isFork","repoStars","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"streamlit/streamlit","Streamlit — The fastest way to build data apps in Python",520.9,10,,12578,596,2.15,7.79,5.08,,6.5,10.29,11.81,13.87,17.02,,,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,3188,5126,5832,6372,6771,7209,7648,8081,9259,10050,10486,10946,11505,11929,12270,12670
"google/flax","Flax is a neural network ecosystem for JAX that is designed for flexibility.",381.5,8.5,,1386,137,0.5,16.26,5.08,,2,2.5,3.21,2.37,2.56,,,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,572,656,766,850,906,954,994,1048,1093,1194,1310,1460
"foolwood/SiamMask","[CVPR2019] Fast Online Object Tracking and Segmentation: A Unifying Approach",693.4,23.3,,2985,228,0.82,12.56,5.07,0.14,0.79,0.92,1.25,1.41,1.87,,,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,1074,1279,1457,1670,1806,1922,2028,2124,2226,2302,2354,2444,2518,2606,2682,2730,2776,2821,2873,2917,2958,2996
"pytorch/serve","Model Serving on PyTorch",480.7,12.8,,1511,145,0.52,15.79,5.07,,1.07,1.58,2.32,2.58,4.13,,,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,8,575,809,949,1039,1145,1231,1298,1375,1461,1532
"dask/dask","Parallel computing with task scheduling",2213.1,8.9,,7768,431,1.56,9.13,5.06,,1.93,3.19,4.38,4.69,4.56,5.2,4,3.51,2259,2359,2486,2623,2764,2910,3064,3184,3334,3459,3607,3780,3963,4104,4272,4566,4744,5019,5205,5357,5499,5635,5816,5960,6096,6251,6365,6497,6655,6774,6906,7046,7213,7361,7519,7664,7789
"tensorflow/lucid","A collection of infrastructure and tools for research in neural network interpretability.",1096.1,13.6,,4032,278,1,11.34,5.06,,0.21,0.82,1.5,1.56,1.98,2.83,,3.7,0,81,793,871,961,1051,1163,1441,1635,1720,1823,1892,1968,2048,2346,2492,2571,2647,2710,2776,2831,3062,3146,3229,3306,3354,3417,3559,3630,3698,3746,3783,3852,3893,3956,4005,4038
"karpathy/micrograd","A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API",287.7,38.3,,1547,147,0.53,15.63,5.06,,0.93,1.94,5.58,3.22,,,,5.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,911,946,961,983,1005,1038,1175,1489,1567
"stanfordnlp/stanza","Official Stanford NLP Python Library for Many Human Languages",1217.6,9.8,,5104,325,1.17,10.47,5.05,,1.29,4.18,3.95,3.84,6.74,,,7.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,1590,1703,1798,1863,2148,2258,2325,2422,2501,2573,2644,2705,3438,3968,4126,4265,4404,4543,4658,4743,4846,4977,5153
"lyhue1991/eat_tensorflow2_in_30_days","Tensorflow2.0 🍎🍊 is delicious, just eat it! 😋😋",345.5,15.8,,8120,443,1.6,8.97,5.05,,6.07,6.02,6.2,17.38,,,,23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,248,3327,4206,4660,4938,5340,6928,7543,7714,7926,8200
"1adrianb/face-alignment",":fire: 2D and 3D Face alignment library build using pytorch ",1228,26.2,,4611,303,1.1,10.81,5.04,,1.43,1.64,2.83,3.04,3.29,3.17,,3.76,1100,1245,1347,1454,1554,1628,1729,1826,1920,2006,2101,2189,2297,2386,2479,2588,2690,2792,2895,2989,3096,3176,3268,3347,3407,3484,3588,3752,3849,3972,4053,4167,4271,4351,4449,4558,4632
"Tencent/PocketFlow","An Automatic Model Compression (AutoMC) framework for developing smaller and faster AI applications.",817.6,10,,2591,206,0.74,13.08,5.03,,0.07,0.53,0.61,0.6,0.65,1.41,,3.17,0,0,0,0,0,0,0,0,0,0,1215,1420,1563,1689,1785,1872,1958,2044,2112,2157,2212,2253,2297,2328,2354,2367,2395,2416,2441,2465,2481,2508,2523,2535,2553,2574,2596
"fastai/fastbook","The fastai book, published as Jupyter Notebooks",332.1,8.1,,11366,549,1.98,7.95,5,,4.21,10.45,14.16,26.04,,,,34.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955,4874,5877,6371,6600,8214,9304,10060,10624,11035,11397
"deep-learning-with-pytorch/dlwpt-code","Code for the book Deep Learning with PyTorch by Eli Stevens, Luca Antiga, and Thomas Viehmann.",1030.9,27.9,,2376,193,0.7,13.36,4.99,,1.5,2.4,2.77,3.38,4.55,3.16,,2.36,0,0,0,4,12,19,21,23,29,42,47,60,67,75,77,84,85,88,90,92,99,105,385,653,713,775,819,875,919,941,1758,1921,2048,2121,2207,2301,2409
"fengdu78/Coursera-ML-AndrewNg-Notes","吴恩达老师的机器学习课程个人笔记",1178.5,19.6,,20384,805,2.91,6.5,4.97,,5.79,12.92,14.2,14.38,17.08,18.88,,17.3,408,456,522,2365,3342,3801,4161,4499,4880,5285,5735,6213,6591,6899,7478,8066,8531,8941,10269,10728,11328,12759,13334,13769,14139,14606,15171,15752,16740,17269,17747,18127,18575,19076,19577,19980,20530
"aim-uofa/AdelaiDet","AdelaiDet is an open source toolbox for multiple instance-level detection and recognition tasks.",368.7,21.4,,1758,157,0.57,14.69,4.97,,1.71,2.6,4.61,4,4.73,,,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,125,379,595,729,879,1027,1144,1250,1336,1475,1678,1828
"paperswithcode/releasing-research-code","Tips for releasing research code in Machine Learning (with official NeurIPS 2020 recommendations)",326.3,12.6,,1355,132,0.48,16.02,4.97,,1.43,1.41,1.5,1.57,,,,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,687,863,1028,1067,1098,1130,1216,1274,1311,1379
"SeanNaren/deepspeech.pytorch","Speech Recognition using DeepSpeech2.",1476.6,13,,1560,144,0.52,15.18,4.93,,0.29,0.53,0.87,0.94,1.01,1.1,,1.09,351,374,412,446,481,508,548,571,618,659,689,725,760,800,840,879,914,944,977,1018,1053,1098,1129,1153,1191,1222,1255,1293,1330,1364,1388,1425,1460,1481,1514,1544,1569
"opencv/opencv_contrib","Repository for OpenCV's extra modules",2693.3,7.9,,6146,358,1.29,9.58,4.92,0.57,1.64,2.1,2.83,2.98,3.34,3.61,3.08,2.29,2185,2300,2409,2531,2630,2731,2847,2976,3066,3180,3291,3400,3515,3612,3736,3897,4034,4153,4266,4381,4493,4599,4724,4832,4929,5005,5130,5241,5384,5473,5606,5721,5802,5890,5993,6084,6174
"D-X-Y/Awesome-AutoDL","A curated list of automated deep learning (including neural architecture search and hyper-parameter optimization) resources.",833.5,15.3,,1519,141,0.51,15.27,4.92,,0.43,0.49,0.96,1.35,1.65,1.91,,1.83,0,0,0,0,0,0,0,0,0,70,83,92,127,141,161,221,312,377,455,530,596,684,766,849,919,968,1030,1103,1156,1211,1275,1343,1393,1433,1471,1505,1526
"donnemartin/data-science-ipython-notebooks","Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AW...",2194.1,35,,20068,787,2.84,6.45,4.91,,1.79,3.72,5.04,6.06,6.81,8.01,8.61,9.15,10897,11160,11474,11806,12062,12336,12679,12980,13269,13520,13762,14008,14216,14438,14685,14929,15148,15422,15648,15826,16517,17057,17286,17436,17582,17743,17870,18072,18287,18483,18960,19247,19436,19605,19780,19952,20107
"facebookresearch/pycls","Codebase for Image Classification Research, written in PyTorch.",594.9,11,,1412,134,0.48,15.61,4.91,,0.57,0.76,0.98,1.08,2.45,,,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,17,476,499,516,520,536,956,1081,1164,1215,1251,1291,1323,1355,1389,1421
"pybind/pybind11","Seamless operability between C++11 and Python",2031.1,7.8,,8537,444,1.6,8.56,4.9,,2.57,3.68,4.46,5.75,5.68,5.67,4.23,4.2,2913,3034,3147,3236,3336,3438,3562,3719,3871,3985,4128,4249,4392,4516,4761,4920,5062,5209,5358,5519,5744,5963,6132,6312,6460,6594,6738,6966,7140,7315,7483,7775,7949,8127,8276,8422,8573
"dbolya/yolact","A simple, fully convolutional model for real-time instance segmentation.",944,22.2,,3449,243,0.88,11.59,4.9,,1.64,2.37,2.41,2.5,3.08,4.72,,3.66,0,0,0,0,0,0,1,1,2,2,2,2,2,3,3,434,542,769,873,982,1133,1264,1557,1936,2323,2445,2567,2710,2809,2916,2992,3073,3152,3227,3292,3376,3511
"sovrasov/flops-counter.pytorch","Flops counter for convolutional networks in pytorch framework",892.5,35.2,,1109,114,0.41,16.91,4.9,0.43,1.36,1.58,1.67,1.67,1.61,1.49,,1.32,0,0,0,0,0,0,0,0,0,3,10,17,24,32,45,130,193,250,293,343,378,407,438,481,523,552,596,640,703,756,808,861,918,960,1008,1063,1122
"statsmodels/statsmodels","Statsmodels: statistical modeling and econometrics in Python",3515.2,8.5,,5920,347,1.25,9.64,4.89,,1.71,2.6,3.3,3.31,3.67,3.33,2.59,1.68,2438,2515,2598,2682,2776,2854,2975,3055,3144,3216,3304,3381,3478,3552,3632,3722,3824,3904,3988,4081,4170,4269,4386,4479,4572,4685,4821,4941,5084,5201,5309,5423,5517,5612,5726,5833,5959
"facebookresearch/mmf","A modular framework for vision & language multimodal research from Facebook AI Research (FAIR)",943.7,9.8,,4047,269,0.97,10.93,4.88,,0.79,1.32,1.76,2.02,3.05,4.68,,4.43,0,0,0,0,0,0,19,499,542,578,597,611,630,650,685,708,2081,2424,2547,2613,2691,2752,2809,2848,2934,2986,3021,3065,3197,3569,3678,3735,3828,3885,3948,4006,4066
"facebookresearch/PyTorch-BigGraph","Generate embeddings from large-scale graph-structured data.",847,10,,2645,202,0.73,12.56,4.87,,0.14,0.89,1.29,1.86,1.84,,,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,1371,1488,1589,1675,1754,1809,1874,1931,1974,2020,2071,2128,2206,2252,2304,2341,2458,2525,2569,2616,2655
"dragen1860/Deep-Learning-with-TensorFlow-book","深度学习入门开源书，基于TensorFlow 2.0案例实战。Open source Deep Learning book, based on TensorFlow 2.0 framework.",589.6,19.6,,10952,520,1.88,7.81,4.86,,4.21,4.57,6.62,8.32,12.32,,,24.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4628,6040,6447,6941,7308,7689,8092,9023,9427,9749,10033,10340,10608,10805,10999
"eriklindernoren/ML-From-Scratch","Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learnin...",1450.4,35,,18737,743,2.69,6.52,4.85,,1.71,4.08,6.09,13.08,10.27,11.33,,13.03,7264,7432,7625,7758,7880,8006,8180,8350,9700,9886,10065,10232,10458,10617,10811,10942,11148,11275,11402,11647,12880,13088,13502,14354,14983,15299,15487,15676,15841,16237,16342,16468,16695,18173,18452,18605,18755
"google-research/text-to-text-transfer-transformer","Code for the paper ""Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer""",466,10.3,,3124,224,0.81,11.79,4.83,,1.21,1.91,2.56,2.55,4.43,,,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,1177,1340,1506,1802,2040,2355,2471,2586,2658,2736,2809,2889,2984,3065,3187
"scikit-learn-contrib/imbalanced-learn"," A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning",2354.7,33.4,,4965,304,1.1,10.07,4.81,,1,1.87,2.05,2.31,2.46,2.71,2.64,2.11,1699,1770,1846,1958,2049,2131,2230,2319,2442,2555,2692,2832,2982,3077,3192,3303,3407,3500,3578,3653,3732,3800,3909,3985,4064,4139,4224,4289,4369,4465,4538,4634,4710,4774,4839,4904,4987
"dunovank/jupyter-themes","Custom Jupyter Notebook Themes",2237.9,40.5,,8109,420,1.52,8.52,4.79,,1.64,2.66,3.57,3.44,4.06,4.65,4.41,4.08,2726,2938,3093,3244,3383,3546,3682,3834,3991,4170,4340,4518,4711,4884,5048,5226,5369,5541,5742,5907,6069,6230,6377,6514,6623,6774,6918,7092,7249,7377,7476,7575,7679,7778,7899,8023,8145
"scikit-image/scikit-image","Image processing in Python",3490,7.9,,4134,268,0.97,10.66,4.79,,0.86,1.02,1.58,1.66,2.01,1.99,1.78,1.18,1946,2007,2052,2110,2174,2247,2322,2372,2430,2490,2551,2625,2682,2731,2803,2872,2940,3003,3066,3126,3185,3245,3304,3357,3401,3460,3536,3638,3719,3772,3832,3882,3939,3991,4043,4103,4146
"marcotcr/lime","Lime: Explaining the predictions of any machine learning classifier",1777,13.2,,8328,427,1.54,8.43,4.79,,1.36,2.17,3.52,3.51,3.82,4.53,,4.71,2124,3118,3403,3565,3763,3942,4101,4278,4435,4599,4752,4873,5018,5174,5333,5494,5635,5921,6091,6239,6385,6532,6686,6803,6931,7017,7174,7289,7429,7560,7683,7793,7901,8002,8125,8257,8356
"JDAI-CV/fast-reid","SOTA Re-identification Methods and Toolbox",964.5,9.7,,1514,137,0.5,14.88,4.79,,1.14,1.48,2.39,2.67,3.22,1.94,,1.61,0,0,0,0,0,0,15,42,56,60,69,79,101,116,145,177,197,208,228,239,251,266,305,333,342,359,376,445,488,888,1031,1125,1217,1300,1376,1472,1530
"facebookresearch/ReAgent","A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.)",1278.1,8.7,,2752,204,0.74,12.19,4.79,,0.93,0.92,1.04,1.13,1.24,1.58,,2.24,51,61,66,80,96,111,119,129,158,257,1233,1502,1598,1663,1712,1806,1883,1923,1979,2015,2059,2160,2220,2253,2300,2357,2392,2440,2480,2515,2544,2586,2619,2656,2678,2723,2772
"facebookresearch/hydra","Hydra is a framework for elegantly configuring complex applications",593.1,7.9,,3565,242,0.87,11.17,4.78,,4.14,8.25,6.4,5.5,5.55,,,6.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,1191,1384,1462,1527,1908,2026,2149,2268,2435,2549,2653,2839,2967,3092,3301,3642
"ApolloAuto/apollo","An open autonomous driving platform",1301.1,7.8,,17715,704,2.54,6.54,4.77,0.29,4.14,5,6.12,6.23,6.08,8.07,,13.63,7298,7554,7928,8318,8674,8996,9857,10222,10581,10867,11173,11435,11827,12083,12372,12815,13096,13390,14136,14413,14638,14845,15055,15299,15497,15633,15808,15990,16202,16393,16579,16759,16982,17159,17336,17564,17784
"hill-a/stable-baselines","A fork of OpenAI Baselines, implementations of reinforcement learning algorithms",938.3,11.5,1,2787,205,0.74,12.1,4.77,,1.14,2.04,2.49,2.66,3.26,3.15,,2.97,0,0,0,0,0,0,10,54,257,340,386,430,482,553,602,691,769,901,1027,1101,1184,1299,1388,1485,1594,1690,1811,1944,2073,2207,2298,2398,2473,2556,2643,2722,2815
"carla-simulator/carla","Open-source simulator for autonomous driving research.",1189.5,11.5,,5477,322,1.16,9.67,4.77,,2.64,3.75,4.57,4.31,4.78,4.79,,4.63,767,846,969,1089,1198,1324,1457,1544,1622,1701,1780,1868,1975,2125,2263,2399,2516,2638,2747,2939,3098,3233,3375,3615,3730,3939,4089,4249,4388,4544,4689,4821,4939,5058,5214,5360,5524
"microsoft/tensorwatch","Debugging, monitoring and visualization for Python Machine Learning and Data Science",621.5,10.1,,3003,215,0.78,11.78,4.76,,0.36,0.49,0.71,0.85,1.18,,,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,1491,2113,2257,2319,2411,2460,2506,2572,2641,2679,2725,2770,2800,2846,2872,2905,2938,2959,2987,3012
"automl/auto-sklearn","Automated Machine Learning with scikit-learn",2034.2,8.1,,5158,308,1.11,9.82,4.75,,1.57,2.4,2.61,2.63,2.72,3.05,2.69,2.55,1764,1841,1913,2069,2155,2239,2319,2420,2514,2601,2707,2817,2927,3011,3140,3258,3341,3450,3601,3723,3824,3919,4013,4082,4160,4244,4321,4410,4488,4565,4675,4762,4849,4916,5003,5081,5183
"torch/nn","",2656.4,13.1,,1257,120,0.43,15.7,4.75,,,0.03,0.04,0.09,0.12,0.18,0.49,0.49,980,988,1000,1018,1033,1045,1058,1067,1075,1091,1100,1111,1125,1131,1143,1153,1164,1171,1183,1186,1188,1200,1206,1211,1213,1216,1220,1225,1232,1239,1240,1246,1249,1252,1254,1256,1259
"facebook/prophet","Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear growth.",1531.8,10.9,,12117,541,1.96,7.34,4.72,,3.07,3.98,5.73,5.49,6.01,6.75,,8.22,4467,4768,4979,5181,5362,5567,5788,5968,6200,6383,6586,6850,7183,7474,7749,8045,8287,8522,8760,8967,9141,9340,9554,9745,9917,10136,10310,10502,10748,10940,11109,11266,11429,11589,11793,11991,12152
"PaddlePaddle/VisualDL","Deep Learning Visualization Toolkit（『飞桨』深度学习可视化工具 ）",1132.4,10.5,,3191,222,0.8,11.44,4.72,,0.57,0.66,2.97,3.72,2.33,1.67,,2.82,961,1183,1261,1414,1481,1578,1633,1671,1705,1757,1796,1847,1971,2018,2052,2090,2132,2173,2209,2239,2264,2288,2306,2319,2337,2358,2387,2415,2440,2479,2510,2576,2745,2917,2965,3167,3201
"jakevdp/PythonDataScienceHandbook","Python Data Science Handbook: full text in Jupyter Notebooks",1629.3,41.7,,27640,934,3.38,5.56,4.71,,6.5,10.49,18.92,17.41,17.35,20.14,,16.97,7870,8177,8600,9008,9338,9904,10347,10744,11136,11608,12073,12469,12925,13478,15919,16819,17483,18012,18515,19015,19512,19973,20446,20878,21294,21730,22155,22738,23357,23977,24450,24915,25465,25902,26857,27309,27724
"numba/numba","NumPy aware dynamic Python compiler using LLVM",3245.4,8.3,,5979,337,1.22,9.27,4.71,,1,2.2,2.84,2.93,3.17,3.19,2.4,1.84,2729,2792,2872,2952,3030,3094,3162,3253,3335,3427,3495,3582,3644,3724,3833,3931,4046,4136,4239,4358,4449,4539,4631,4727,4819,4918,5013,5125,5219,5340,5441,5535,5619,5717,5802,5908,6001
"astooke/rlpyt","Reinforcement Learning in PyTorch",638.1,21,,1784,150,0.54,13.83,4.7,,0.5,0.89,1,1.4,1.73,,,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,95,625,919,1018,1099,1151,1244,1304,1382,1441,1491,1527,1577,1650,1692,1724,1756,1794
"huggingface/knockknock","🚪✊Knock Knock: Get notified when your training ends with only two additional lines of code",677.3,16.6,,1946,159,0.57,13.44,4.7,,0.07,1.25,1.56,1.93,1.99,,,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,269,312,335,355,384,659,816,1008,1125,1220,1283,1367,1430,1490,1554,1594,1633,1740,1803,1867,1908,1953
"ifzhang/FairMOT","A simple baseline for one-shot multi-object tracking",296.6,34.8,,2244,174,0.63,12.75,4.68,0.29,2.36,2.76,3.57,3.77,,,,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,1218,1414,1556,1676,1811,1918,2015,2160,2260
"xavier-zy/Awesome-pytorch-list-CNVersion","Awesome-pytorch-list 翻译工作进行中......",509.6,34.7,,1306,121,0.44,15.24,4.67,,0.79,0.85,1.23,1.23,3.44,,,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,54,499,775,847,1004,1051,1088,1143,1172,1200,1233,1285,1322
"jessevig/bertviz","Tool for visualizing attention in the Transformer model (BERT, GPT-2, Albert, XLNet, RoBERTa, CTRL, etc.)",771.2,23.1,,2405,182,0.66,12.45,4.67,,1.07,2.07,2.75,2.91,3.05,2.96,,3.13,0,0,0,0,0,0,0,0,0,0,0,141,246,312,416,479,543,592,670,779,875,959,1045,1206,1291,1381,1468,1572,1696,1790,1876,1981,2077,2156,2253,2343,2426
"google/gemmlowp","Low-precision matrix multiplication",2030,12.2,,1337,123,0.44,15.13,4.67,,0.29,0.99,0.65,0.57,0.53,0.62,0.7,0.66,541,561,597,618,644,680,704,735,769,796,826,860,881,900,919,943,975,993,1029,1048,1062,1088,1104,1123,1144,1159,1173,1191,1208,1220,1233,1245,1254,1278,1288,1307,1341
"3b1b/manim","Animation engine for explanatory math videos",2136.1,10,,29679,969,3.5,5.37,4.66,,9.29,17.98,39.39,33.41,37.14,32.54,16.26,14.05,2554,2939,3222,3414,3644,3908,4085,4313,4751,4992,5263,5582,5943,6348,6658,8726,9623,10293,11305,12539,13110,14006,14627,15557,16139,16716,17962,20584,21987,22826,23599,24475,25322,26102,28151,29150,30068
"espnet/espnet","End-to-End Speech Processing Toolkit",1139.9,9.2,,3326,225,0.81,11.13,4.65,,1.86,3.42,4.22,4.08,4.25,3.49,,2.92,32,50,75,110,148,181,227,570,619,657,691,746,775,832,878,925,999,1091,1168,1238,1354,1455,1593,1701,1773,1852,1934,2064,2245,2452,2581,2690,2838,2941,3083,3221,3360
"shenweichen/DeepCTR","Easy-to-use,Modular and Extendible package of deep-learning based CTR models for search and recommendation.",1206.6,16.5,,4416,271,0.98,10.09,4.64,,2.14,3.12,3.92,4.33,4.69,5.34,,3.85,28,33,65,90,105,112,134,159,200,219,259,400,519,625,789,1017,1246,1428,1667,1839,1990,2140,2425,2608,2703,2793,2925,3136,3305,3476,3627,3774,3912,4058,4195,4322,4483
"plotly/plotly.py","The interactive graphing library for Python (includes Plotly Express) :sparkles:",2622.6,8.3,,8666,425,1.54,8.07,4.64,,4,5.69,7.17,7.22,7.58,5.91,4.47,3.31,2804,2916,3062,3227,3332,3455,3641,3761,3867,3987,4097,4211,4346,4467,4614,4744,4873,4970,5113,5242,5374,5493,5639,5772,5893,6022,6202,6427,6781,7084,7342,7591,7800,8006,8248,8487,8755
"keon/awesome-nlp",":book: A curated list of resources dedicated to Natural Language Processing (NLP)",1882.4,10.3,,11433,510,1.84,7.34,4.63,,2,2.89,4.08,4.44,4.88,5.86,6.13,6.07,3427,3884,4238,5125,5495,5817,5972,6142,6307,6490,6675,6912,7149,7357,7567,7790,7989,8261,8465,8640,8881,9114,9291,9472,9646,9798,9965,10135,10292,10449,10618,10783,10924,11057,11201,11341,11511
"google/trax","Trax — Deep Learning with Clear Code and Speed",478.3,8.2,,5570,314,1.13,9.27,4.6,,3.07,4.21,5.22,5.73,11.24,,,11.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,65,287,1465,3173,3917,4098,4282,4403,4521,4730,4877,5091,5283,5439,5644
"thu-ml/tianshou","An elegant PyTorch deep reinforcement learning platform.",1014.9,9.3,,2430,180,0.65,12.18,4.59,,1.43,2.27,3.12,3.27,6.57,3.29,,2.39,0,0,0,6,8,13,15,16,17,18,19,22,25,26,26,27,27,28,29,29,29,29,30,30,30,31,35,1354,1531,1668,1830,1950,2040,2142,2236,2358,2463
"lixin4ever/Conference-Acceptance-Rate","Acceptance rates for the major AI conferences",1193.4,12.4,,1560,134,0.48,14.13,4.59,,1.29,1.08,1.5,1.46,1.38,1.68,,1.53,0,0,0,2,3,10,16,54,117,169,231,277,331,384,466,519,638,692,741,790,864,914,971,999,1056,1120,1153,1199,1230,1264,1293,1327,1367,1422,1470,1527,1636
"Hvass-Labs/TensorFlow-Tutorials","TensorFlow Tutorials with YouTube Videos",1674.3,10,,8644,419,1.51,7.97,4.58,,1.14,1.55,1.71,1.91,2.28,3.62,,5.22,2488,2675,3448,3732,3998,4278,4546,4817,5079,5312,5545,5767,6000,6210,6448,6655,6854,7006,7166,7293,7429,7533,7641,7732,7811,7890,7971,8060,8148,8224,8295,8358,8418,8488,8545,8596,8671
"iterative/dvc","🦉Data Version Control | Git for Data & Models",1423.5,9.9,,7065,366,1.32,8.52,4.58,,2.86,4.21,6.1,6.64,7.52,7.33,,5.1,435,467,514,607,649,705,933,1062,1169,1276,1447,1563,1718,2102,2283,2471,2698,2875,3128,3326,3516,3744,3936,4153,4322,4505,4672,4871,5115,5318,5853,6063,6299,6508,6749,6938,7116
"AntixK/PyTorch-VAE","A Collection of Variational Autoencoders (VAE) in PyTorch.",381.4,28.2,,1515,131,0.47,14.22,4.58,,2.14,2.66,3.89,3.8,4.14,,,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,465,526,631,726,821,936,1066,1159,1282,1432,1559
"osmr/imgclsmob","Sandbox for training deep learning networks",931.3,9.2,,1963,156,0.56,13.07,4.58,,0.57,1.81,2.21,1.99,2.52,2.44,,2.17,0,0,0,0,0,0,0,10,17,28,63,124,180,217,266,299,363,418,574,650,762,823,900,952,1040,1118,1281,1376,1458,1530,1596,1663,1707,1758,1815,1904,1980
"UKPLab/sentence-transformers","Sentence Embeddings with BERT & XLNet",551.4,10.1,,3910,246,0.89,10.35,4.57,,2.71,4.77,7.64,8.46,8.13,,,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,127,301,439,604,783,944,1128,1351,1618,1873,2119,2367,2680,2967,3214,3510,3766,3969
"pymc-devs/pymc3","Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Theano",4283.5,8.2,,5491,309,1.12,9.26,4.57,,0.93,1.45,2.02,2.03,2.14,2.31,2.32,1.28,2732,2836,2951,3057,3172,3282,3372,3429,3513,3573,3646,3735,3802,3876,3973,4056,4137,4209,4282,4353,4435,4500,4573,4652,4707,4771,4841,4922,4989,5059,5118,5170,5251,5305,5374,5445,5515
